	logFC	AveExpr	t	P.Value	adj.P.Val	B	symbols	genename	Pathway
203418_at	-1.77766193150497	5.68440486201639	-3.91168140554936	0.00042409550376484	0.0225364414985644	0.00479005696863055	CCNA2	cyclin A2	04110:Cell cycle - Homo sapiens (human) // 04914:Progesterone-mediated oocyte maturation - Homo sapiens (human)
213599_at	-1.4193294613625	5.81037371203427	-3.91134587817745	0.000424499245040867	0.0225364414985644	0.00392681014666074	OIP5	Opa interacting protein 5	
221933_at	1.75433804820858	5.68861226678049	3.89813609144283	0.000440695925949321	0.0230306602587688	-0.0300399463261547	NLGN4X	neuroligin 4 X-linked	04514:Cell adhesion molecules (CAMs) - Homo sapiens (human)
230218_at	1.12685139715241	6.71396342948847	3.89585809645898	0.000443549254699008	0.0230306602587688	-0.0358935736146	HIC1	HIC ZBTB transcriptional repressor 1	
218115_at	-1.01599319051819	7.13669147788938	-3.89533111382601	0.000444211893277023	0.0230306602587688	-0.0372475670082562	ASF1B	anti-silencing function 1B histone chaperone	
202555_s_at	1.32911904638457	10.1929660705992	3.89352982203487	0.000446484168150925	0.0230306602587688	-0.0418752226544257	MYLK	myosin light chain kinase	04020:Calcium signaling pathway - Homo sapiens (human) // 04270:Vascular smooth muscle contraction - Homo sapiens (human) // 04510:Focal adhesion - Homo sapiens (human) // 04810:Regulation of actin cytoskeleton - Homo sapiens (human) // 04971:Gastric acid secretion - Homo sapiens (human)
210170_at	1.10976851526109	5.11533439244485	3.8909244461515	0.000449790826903683	0.0230306602587688	-0.0485673671657105	PDLIM3	PDZ and LIM domain 3	
209464_at	-1.47480365894051	5.8333555974102	-3.8786753698782	0.000465659557251693	0.0237227674444335	-0.0800100944263242	AURKB	aurora kinase B	
235746_s_at	1.01108091471732	5.47970940703539	3.86923137396797	0.000478265446161507	0.0241213177771556	-0.104229491797057	PLA2R1	phospholipase A2 receptor 1	04145:Phagosome - Homo sapiens (human)
203562_at	1.03372739782159	6.6924294284133	3.85887430152279	0.000492472343374654	0.0242393713193711	-0.130767421053551	FEZ1	fasciculation and elongation protein zeta 1	
217755_at	-1.3435407339259	9.31750226148085	-3.85873710548818	0.000492663267615201	0.0242393713193711	-0.13111879550794	JPT1	Jupiter microtubule associated homolog 1	
205024_s_at	-1.08124810836798	5.92934384281447	-3.85172883850733	0.000502512557978293	0.0242393713193711	-0.149062056634836	RAD51	RAD51 recombinase	03440:Homologous recombination - Homo sapiens (human) // 05200:Pathways in cancer - Homo sapiens (human) // 05212:Pancreatic cancer - Homo sapiens (human)
230730_at	1.07201757503297	6.00965282364134	3.84768396152602	0.000508284139631541	0.0242393713193711	-0.159413048794609	SGCD	sarcoglycan delta	05410:Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human) // 05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human) // 05414:Dilated cardiomyopathy (DCM) - Homo sapiens (human) // 05416:Viral myocarditis - Homo sapiens (human)
214927_at	1.24131201286814	8.2621022659941	3.84744256796033	0.000508630614154397	0.0242393713193711	-0.160030665497739	ITGBL1	integrin subunit beta like 1	
209969_s_at	-1.66680939311966	8.57502496854387	-3.84381903331908	0.000513859221652932	0.0242393713193711	-0.169300040339488	STAT1	signal transducer and activator of transcription 1	04062:Chemokine signaling pathway - Homo sapiens (human) // 04380:Osteoclast differentiation - Homo sapiens (human) // 04620:Toll-like receptor signaling pathway - Homo sapiens (human) // 04630:JAK-STAT signaling pathway - Homo sapiens (human) // 05140:Leishmaniasis - Homo sapiens (human) // 05145:Toxoplasmosis - Homo sapiens (human) // 05160:Hepatitis C - Homo sapiens (human) // 05200:Pathways in cancer - Homo sapiens (human) // 05212:Pancreatic cancer - Homo sapiens (human)
221541_at	1.14865439534465	9.27459209925433	3.84250368217002	0.000515770132036069	0.0242393713193711	-0.172664097200615	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	
209540_at	1.92266610227555	8.08542063331189	3.83810983147955	0.000522203691981125	0.0242393713193711	-0.18389863320428	IGF1	insulin like growth factor 1	04114:Oocyte meiosis - Homo sapiens (human) // 04115:p53 signaling pathway - Homo sapiens (human) // 04150:mTOR signaling pathway - Homo sapiens (human) // 04510:Focal adhesion - Homo sapiens (human) // 04730:Long-term depression - Homo sapiens (human) // 04914:Progesterone-mediated oocyte maturation - Homo sapiens (human) // 04960:Aldosterone-regulated sodium reabsorption - Homo sapiens (human) // 05200:Pathways in cancer - Homo sapiens (human) // 05214:Glioma - Homo sapiens (human) // 05215:Prostate cancer - Homo sapiens (human) // 05218:Melanoma - Homo sapiens (human) // 05410:Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human) // 05414:Dilated cardiomyopathy (DCM) - Homo sapiens (human)
224940_s_at	1.09819511743721	5.64992002130275	3.83522812247262	0.000526465488051928	0.0242486638263918	-0.191264385887508	PAPPA	pappalysin 1	
219093_at	1.03155960055447	6.12631571460484	3.82124096953014	0.000547636812187037	0.0248829392996876	-0.226988620331551	PID1	phosphotyrosine interaction domain containing 1	
203887_s_at	1.11922909108627	7.46563047491962	3.81945296416878	0.000550402189240793	0.0248964434209501	-0.231552022296523	THBD	thrombomodulin	04610:Complement and coagulation cascades - Homo sapiens (human)
238852_at	1.12444937662616	6.36875650387488	3.81431722472794	0.000558421025374157	0.0249238623139342	-0.244655431590502	PRRX1	paired related homeobox 1	
204011_at	1.22564538379971	7.33906665139591	3.80877021454587	0.000567209661520043	0.0251535119120809	-0.258801169708009	SPRY2	sprouty RTK signaling antagonist 2	04630:JAK-STAT signaling pathway - Homo sapiens (human)
201088_at	-1.05252523597357	10.0107980190286	-3.79691573175816	0.000586445072562766	0.0257194410736549	-0.289007438737577	KPNA2	karyopherin subunit alpha 2	
205612_at	1.17080138485611	4.49624512411523	3.79064040952485	0.000596882815960353	0.0258842064376184	-0.304983908069152	MMRN1	multimerin 1	
227705_at	1.33154733770336	5.81547137021277	3.7900344141713	0.000597900277581549	0.0258842064376184	-0.306526222502602	TCEAL7	transcription elongation factor A like 7	
219148_at	-2.09194152416846	6.69502044504103	-3.78653566923779	0.000603807693197862	0.0258901192086003	-0.315429121485614	PBK	PDZ binding kinase	
207165_at	-1.67481365590697	6.8218193324118	-3.78506958467565	0.000606299919188462	0.0258901192086003	-0.319158838117489	HMMR	hyaluronan mediated motility receptor	04512:ECM-receptor interaction - Homo sapiens (human)
222077_s_at	-1.22074392343599	8.27062128075549	-3.78331663431664	0.00060929291990355	0.0258901192086003	-0.323617658087352	RACGAP1	Rac GTPase activating protein 1	
209840_s_at	1.1916877317655	5.49159019982793	3.77349155112401	0.000626335992041925	0.0263243797988621	-0.348595011683864	LRRN3	leucine rich repeat neuronal 3	
202954_at	-1.69944300552136	8.43679119558809	-3.76957811140275	0.000633252663693536	0.0265046457206502	-0.35853721127729	UBE2C	ubiquitin conjugating enzyme E2 C	04120:Ubiquitin mediated proteolysis - Homo sapiens (human)
223229_at	-1.50608023813888	7.37745582194445	-3.74810685431895	0.000672541854694531	0.0277283433409291	-0.413018386829523	UBE2T	ubiquitin conjugating enzyme E2 T	
229218_at	1.11640580009398	8.60887830768229	3.74593281164372	0.000676649537203202	0.0277380477304362	-0.418528423091638	COL1A2	collagen type I alpha 2 chain	04510:Focal adhesion - Homo sapiens (human) // 04512:ECM-receptor interaction - Homo sapiens (human) // 04974:Protein digestion and absorption - Homo sapiens (human) // 05146:Amoebiasis - Homo sapiens (human)
212670_at	1.64390157352745	8.44938666823718	3.73694895920767	0.000693883616532575	0.0279968161598564	-0.441285133385239	ELN	elastin	04974:Protein digestion and absorption - Homo sapiens (human)
221521_s_at	-1.17192045207312	7.62551745568408	-3.73324633152113	0.000701109839151313	0.0280266768711765	-0.450658234555602	GINS2	GINS complex subunit 2	
207808_s_at	1.25313788958567	7.47868792148862	3.72545292153491	0.000716559267415266	0.028278967308288	-0.470375709757564	PROS1	protein S	04610:Complement and coagulation cascades - Homo sapiens (human)
224753_at	-1.24167035254273	6.73415650503583	-3.72295416781257	0.000721582294774521	0.028278967308288	-0.47669433941073	CDCA5	cell division cycle associated 5	
201531_at	1.10594521043089	9.80719028862416	3.72071716775627	0.000726108112704134	0.028278967308288	-0.482349719880652	ZFP36	ZFP36 ring finger protein	
225123_at	1.12759266984444	7.5915221051751	3.71749669632236	0.0007326720514317	0.0284248576261214	-0.490489179809592	SESN3	sestrin 3	04115:p53 signaling pathway - Homo sapiens (human)
219787_s_at	-1.32678431133827	7.39832019037928	-3.71123423146784	0.000745601355782476	0.0285592067170792	-0.506309407005967	ECT2	epithelial cell transforming 2	
219935_at	1.53104704546745	7.57766253290823	3.70587587999993	0.000756839510696409	0.0285592067170792	-0.519837658365571	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	
218355_at	-1.55044741224223	6.03957375364465	-3.70550984425997	0.000757613168814363	0.0285592067170792	-0.52076151997633	KIF4A	kinesin family member 4A	
202768_at	2.01948186923999	6.51638864497956	3.69086140636307	0.000789211638553603	0.0289370455244329	-0.557705146219787	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit	04380:Osteoclast differentiation - Homo sapiens (human)
205139_s_at	1.02854891183055	5.10402614611328	3.69017067424847	0.000790732754059244	0.0289370455244329	-0.559445805093683	UST	uronyl 2-sulfotransferase	00532:Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)
222608_s_at	-1.89116829246198	6.29172257460196	-3.68512629897352	0.000801927851987392	0.0289370455244329	-0.572153943806143	ANLN	anillin actin binding protein	
209355_s_at	1.20134101246975	9.09293820786333	3.68353894433219	0.000805482372741403	0.0289370455244329	-0.576151535934618	PLPP3	phospholipid phosphatase 3	00561:Glycerolipid metabolism - Homo sapiens (human) // 00564:Glycerophospholipid metabolism - Homo sapiens (human) // 00565:Ether lipid metabolism - Homo sapiens (human) // 00600:Sphingolipid metabolism - Homo sapiens (human) // 01100:Metabolic pathways - Homo sapiens (human) // 04666:Fc gamma R-mediated phagocytosis - Homo sapiens (human) // 04975:Fat digestion and absorption - Homo sapiens (human)
214043_at	1.26664125291464	5.65103985722778	3.67233751419157	0.000831003064673551	0.0289370455244329	-0.604342317493241	PTPRD	protein tyrosine phosphatase receptor type D	
1555758_a_at	-1.80036303149091	6.66678912169415	-3.66998426444378	0.000836463297235931	0.0289370455244329	-0.610260548482785	CDKN3	cyclin dependent kinase inhibitor 3	
202307_s_at	-1.06860390970777	8.95005009040099	-3.66974065352459	0.000837030527647829	0.0289370455244329	-0.610873126002772	TAP1	transporter 1, ATP binding cassette subfamily B member	02010:ABC transporters - Homo sapiens (human) // 04145:Phagosome - Homo sapiens (human) // 04612:Antigen processing and presentation - Homo sapiens (human) // 05340:Primary immunodeficiency - Homo sapiens (human)
226225_at	1.20873500636584	7.55110277586224	3.66892303209453	0.000838937025541365	0.0289370455244329	-0.61292897965554	MCC	MCC regulator of WNT signaling pathway	
202779_s_at	-1.09988821594377	8.67360655224651	-3.66491112093566	0.000848352971690374	0.0289370455244329	-0.623014078155006	UBE2S	ubiquitin conjugating enzyme E2 S	04120:Ubiquitin mediated proteolysis - Homo sapiens (human)
204475_at	-2.62088799040712	5.57743268102709	-3.66487432672394	0.000848439799565637	0.0289370455244329	-0.623106551180371	MMP1	matrix metallopeptidase 1	03320:PPAR signaling pathway - Homo sapiens (human) // 05200:Pathways in cancer - Homo sapiens (human) // 05219:Bladder cancer - Homo sapiens (human) // 05323:Rheumatoid arthritis - Homo sapiens (human)
228273_at	-1.50949364963038	7.63904152265132	-3.6611439500285	0.000857287652702983	0.0289370455244329	-0.63248004006011	PRR11	proline rich 11	
203372_s_at	1.28717398662037	5.53199446427867	3.66112842722222	0.000857324656354173	0.0289370455244329	-0.632519037151849	SOCS2	suppressor of cytokine signaling 2	04630:JAK-STAT signaling pathway - Homo sapiens (human) // 04910:Insulin signaling pathway - Homo sapiens (human) // 04930:Type II diabetes mellitus - Homo sapiens (human)
209656_s_at	1.13225532923383	8.77551662635713	3.66092696433216	0.000857805048944231	0.0289370455244329	-0.633025155428184	TMEM47	transmembrane protein 47	
218541_s_at	1.05601038949914	7.65829150599143	3.65974700057941	0.000860623937476938	0.0289370455244329	-0.635989260822834	TCIM	transcriptional and immune response regulator	
213007_at	-1.17377837702905	6.93514020522914	-3.65706589747019	0.000867062382572953	0.0290566719369215	-0.642722886732463	FANCI	FA complementation group I	
225275_at	1.35737237464511	9.39579257652981	3.65190812517217	0.000879579772907614	0.0291371287142982	-0.655671266437725	EDIL3	EGF like repeats and discoidin domains 3	
203358_s_at	-1.50633297671637	6.26681276120435	-3.65180417025917	0.000879833851187992	0.0291371287142982	-0.655932167398058	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	
209642_at	-1.60932288809369	5.45455614968052	-3.65132023903541	0.000881017572901847	0.0291371287142982	-0.657146675961795	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	04110:Cell cycle - Homo sapiens (human) // 04114:Oocyte meiosis - Homo sapiens (human) // 04914:Progesterone-mediated oocyte maturation - Homo sapiens (human)
202503_s_at	-1.69869658115923	9.25076380434269	-3.6454124293211	0.000895593286998357	0.029161160735433	-0.671968237868975	PCLAF	PCNA clamp associated factor	
244885_at	1.17542213666037	4.40068087018327	3.64197166737371	0.000904189605239845	0.029161160735433	-0.680596092875751	EBF2	EBF transcription factor 2	
219908_at	1.35492973626399	5.37876174629743	3.63629456150618	0.000918548043456343	0.0292283726004547	-0.694824635030015	DKK2	dickkopf WNT signaling pathway inhibitor 2	04310:Wnt signaling pathway - Homo sapiens (human)
206326_at	1.62599325320035	7.2248720772071	3.62824183417823	0.00093929395218635	0.0297011225570649	-0.714992099670702	GRP	gastrin releasing peptide	
206227_at	1.75430787257456	9.64855565712026	3.61750880555753	0.000967650959374484	0.0302188706724781	-0.741844464967911	CILP	cartilage intermediate layer protein	
238455_at	1.00683621621748	6.93907276864416	3.61503425393211	0.00097430532815898	0.0303327711269742	-0.748030889986273	PLXDC2	plexin domain containing 2	
219306_at	-1.13549695018422	4.59963294857969	-3.61128676469935	0.000984467121000617	0.030461103832924	-0.757396445545057	KIF15	kinesin family member 15	
203145_at	-1.28319177812114	7.19098203520054	-3.60218827671861	0.00100956715435813	0.0308226891758953	-0.780118684660819	SPAG5	sperm associated antigen 5	
201291_s_at	-1.96840100565472	7.10745109774302	-3.60152120487218	0.00101143155717471	0.0308226891758953	-0.781783694967419	TOP2A	DNA topoisomerase II alpha	
229127_at	1.4437319846152	7.12347063843866	3.59985556372008	0.00101610141118016	0.0308458877756861	-0.785940587707167	JAM2	junctional adhesion molecule 2	04514:Cell adhesion molecules (CAMs) - Homo sapiens (human) // 04530:Tight junction - Homo sapiens (human) // 04670:Leukocyte transendothelial migration - Homo sapiens (human) // 05120:Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)
226069_at	1.13958455959595	7.41387143962375	3.59853007046054	0.0010198325010281	0.0308458877756861	-0.789248026466971	PRICKLE1	prickle planar cell polarity protein 1	04310:Wnt signaling pathway - Homo sapiens (human)
206448_at	1.00633262870204	5.07115478825328	3.59582687616586	0.00102748272951626	0.0308458877756861	-0.795991644236293	ZNF365	zinc finger protein 365	
203305_at	1.03002892787276	8.72172556199381	3.58612981267461	0.00105538513222832	0.0312553437172073	-0.820165794411318	F13A1	coagulation factor XIII A chain	04610:Complement and coagulation cascades - Homo sapiens (human)
222958_s_at	-1.62578550539379	5.30514135969125	-3.58570822560223	0.00105661467310079	0.0312553437172073	-0.821216179740434	DEPDC1	DEP domain containing 1	
202870_s_at	-1.79901285321623	7.1240513269642	-3.58335382409374	0.00106350667666467	0.0313672276243174	-0.827081249295631	CDC20	cell division cycle 20	04110:Cell cycle - Homo sapiens (human) // 04114:Oocyte meiosis - Homo sapiens (human) // 04120:Ubiquitin mediated proteolysis - Homo sapiens (human)
232235_at	1.17920167792663	5.33825083988724	3.57809965316346	0.00107904411577242	0.0317327055271031	-0.840164270292618	DSEL	dermatan sulfate epimerase like	
219555_s_at	-1.48345158888282	6.66084076680767	-3.5730071822806	0.00109431253013417	0.0319026892816859	-0.852837132001477	CENPN	centromere protein N	
1554408_a_at	-1.37863943100192	7.93340291509913	-3.56146284349722	0.00112970179655608	0.0321901187058225	-0.881538210555548	TK1	thymidine kinase 1	00240:Pyrimidine metabolism - Homo sapiens (human) // 00983:Drug metabolism - other enzymes - Homo sapiens (human) // 01100:Metabolic pathways - Homo sapiens (human)
203764_at	-1.77645006881589	6.14626781108245	-3.55844123104856	0.00113914553320441	0.0323677774462898	-0.889044074553665	DLGAP5	DLG associated protein 5	
221805_at	1.19897517184902	3.65992458767089	3.55436283650726	0.00115201307524898	0.0324046381693092	-0.899170850825628	NEFL	neurofilament light	05014:Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)
229331_at	1.15900234438091	6.0897125552469	3.5499830458159	0.00116598776942675	0.0325798300005752	-0.910040618092582	SPATA18	spermatogenesis associated 18	
207177_at	1.16256358017816	5.14028902629441	3.54630070681079	0.00117786358007358	0.0327303303917417	-0.919175120985909	PTGFR	prostaglandin F receptor	04020:Calcium signaling pathway - Homo sapiens (human) // 04080:Neuroactive ligand-receptor interaction - Homo sapiens (human)
230130_at	1.27143737164865	7.16097809599582	3.54434996131048	0.00118420209265086	0.0328160618367287	-0.92401258328895	SLIT2	slit guidance ligand 2	04360:Axon guidance - Homo sapiens (human)
231726_at	1.02145828035407	5.02457990698971	3.5346825233246	0.00121610315587042	0.0331810160305149	-0.947969434745718	PCDHB14	protocadherin beta 14	
227300_at	1.13271075261924	7.09325773565553	3.52456443866093	0.00125037875013299	0.0336335212069107	-0.973013501845678	TMEM119	transmembrane protein 119	
1554062_at	1.16629145635447	6.24690129758443	3.49956407313626	0.00133911066056303	0.0351760657111961	-1.03476292169941	XG	Xg glycoprotein (Xg blood group)	
209408_at	-1.37852768686748	7.27917066143975	-3.48854390832507	0.00138012305256085	0.0359723546025355	-1.06192219625421	KIF2C	kinesin family member 2C	
229118_at	1.08921773095335	4.17422626829458	3.48544101730074	0.00139188731824676	0.0360491211570989	-1.06956261962609	PRRG3	proline rich and Gla domain 3	
205792_at	1.55710874997704	8.11174599400538	3.4825706878595	0.00140285581000393	0.0360491211570989	-1.07662777174335	CCN5	cellular communication network factor 5	
218755_at	-1.468543748125	6.46453646309277	-3.47968417608884	0.00141397006776352	0.0361081419583054	-1.08373020925417	KIF20A	kinesin family member 20A	
219990_at	-1.41040604600185	5.01403288463528	-3.46838678180824	0.00145829059973747	0.0368666097231877	-1.11150347671383	E2F8	E2F transcription factor 8	
230966_at	-1.1265725643616	6.51259981241389	-3.46080798207804	0.00148876909115411	0.0371713213427513	-1.13011290366953	IL4I1	interleukin 4 induced 1	00250:Alanine, aspartate and glutamate metabolism - Homo sapiens (human) // 00270:Cysteine and methionine metabolism - Homo sapiens (human) // 00280:Valine, leucine and isoleucine degradation - Homo sapiens (human) // 00350:Tyrosine metabolism - Homo sapiens (human) // 00360:Phenylalanine metabolism - Homo sapiens (human) // 00380:Tryptophan metabolism - Homo sapiens (human) // 00400:Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human) // 01100:Metabolic pathways - Homo sapiens (human)
205259_at	1.22195923368266	6.12978017947971	3.45660520511942	0.00150593404669996	0.0374146717464594	-1.14042494570157	NR3C2	nuclear receptor subfamily 3 group C member 2	04960:Aldosterone-regulated sodium reabsorption - Homo sapiens (human)
208079_s_at	-1.42324854857621	7.08384540933985	-3.44784959126818	0.00154230734517158	0.0379445224164531	-1.16189021158735	AURKA	aurora kinase A	04114:Oocyte meiosis - Homo sapiens (human)
221814_at	1.06216487853526	7.47597469410885	3.44341564406701	0.00156104812314295	0.0382191563547159	-1.17275129905475	ADGRA2	adhesion G protein-coupled receptor A2	
227478_at	1.14571264566492	7.3050398040254	3.43053594771352	0.00161673651992545	0.0390144049676748	-1.20426528668249	SETBP1	SET binding protein 1	
226322_at	1.73872436877632	6.85469112117745	3.4292237860995	0.00162251599042958	0.0390604267194826	-1.20747292434433	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1	
1555229_a_at	1.09933453775699	8.12466689946331	3.42336604412503	0.00164855978095099	0.0395929107391729	-1.22178574241945	C1S	complement C1s	04610:Complement and coagulation cascades - Homo sapiens (human) // 05150:Staphylococcus aureus infection - Homo sapiens (human) // 05322:Systemic lupus erythematosus - Homo sapiens (human)
238577_s_at	1.30484361853929	6.23810528992426	3.41863337497322	0.00166989444239441	0.0398238021500734	-1.23334154484023	TSHZ2	teashirt zinc finger homeobox 2	
225946_at	1.07030270689931	7.27498283988042	3.4145062952302	0.00168871548990216	0.0398238021500734	-1.24341280976921	RASSF8	Ras association domain family member 8	
219918_s_at	-1.81631213209038	6.13287195116534	-3.41059244081717	0.00170675233164698	0.0399443405320722	-1.25295868102482	ASPM	abnormal spindle microtubule assembly	
226677_at	1.41537067364333	7.02508529939345	3.40629438302684	0.00172677296067028	0.0400412847224854	-1.26343592846101	ZNF521	zinc finger protein 521	
218542_at	-1.46508814216705	5.9103111671859	-3.39419196915253	0.00178436593277186	0.0410933770864605	-1.29290544998818	CEP55	centrosomal protein 55	
203560_at	-1.38376962406513	7.57434464851249	-3.38728845684962	0.00181803983989432	0.0414603463681046	-1.30969420164509	GGH	gamma-glutamyl hydrolase	00790:Folate biosynthesis - Homo sapiens (human)
226492_at	1.52025484975275	6.33098663378717	3.38654773778453	0.0018216889414319	0.0414603463681046	-1.31149464008036	SEMA6D	semaphorin 6D	04360:Axon guidance - Homo sapiens (human)
204072_s_at	1.14213414622233	7.68245126751907	3.37970768488604	0.00185571984671753	0.0416974313077583	-1.32811198606405	FRY	FRY microtubule binding protein	
218726_at	-1.1594077415068	5.59223612366055	-3.37615013057119	0.00187365987312542	0.041999126978258	-1.33674867989892	HJURP	Holliday junction recognition protein	
221520_s_at	-1.10119596068617	6.67002243340832	-3.37366243823431	0.00188630354754995	0.0421887891000807	-1.34278557998579	CDCA8	cell division cycle associated 8	
218663_at	-1.526823927604	5.6911972961804	-3.37166224878603	0.00189652882215087	0.0423236420996368	-1.34763796799337	NCAPG	non-SMC condensin I complex subunit G	
223395_at	1.38001410127925	8.12635478117392	3.36565201908749	0.00192757497624363	0.0424854213802625	-1.3622105838447	ABI3BP	ABI family member 3 binding protein	
205898_at	1.36953940992991	7.88191805400277	3.36246618577958	0.00194422865451082	0.0427264366842061	-1.36993019581739	CX3CR1	C-X3-C motif chemokine receptor 1	04060:Cytokine-cytokine receptor interaction - Homo sapiens (human) // 04062:Chemokine signaling pathway - Homo sapiens (human)
211571_s_at	1.11003777792101	9.14168187006216	3.35570887617022	0.0019800098379498	0.0430659601414526	-1.38629265878807	VCAN	versican	04514:Cell adhesion molecules (CAMs) - Homo sapiens (human)
228868_x_at	-1.16882786411744	7.12728156007587	-3.33564543618253	0.00209000765860087	0.0441968705499098	-1.43478476695349	CDT1	chromatin licensing and DNA replication factor 1	
204416_x_at	-1.23442510692824	9.40097933299538	-3.3246432354599	0.00215278874805371	0.0448834178398128	-1.46131847748811	APOC1	apolipoprotein C1	
209220_at	1.33243654727985	5.76090685329273	3.31692812609087	0.0021978859924206	0.0451529042882822	-1.47990010572702	GPC3	glypican 3	
204042_at	1.00673122311797	6.94050026498757	3.31600494944226	0.00220334245426359	0.0451729986507253	-1.48212218158294	WASF3	WASP family member 3	04520:Adherens junction - Homo sapiens (human) // 04666:Fc gamma R-mediated phagocytosis - Homo sapiens (human)
212022_s_at	-1.11322954151349	5.80767629724244	-3.31498841923346	0.00220936568678718	0.0451753993132643	-1.48456861902727	MKI67	marker of proliferation Ki-67	
208944_at	1.00619908478514	9.7401440445294	3.31412735023611	0.00221448009557697	0.0451753993132643	-1.48664063652791	TGFBR2	transforming growth factor beta receptor 2	04010:MAPK signaling pathway - Homo sapiens (human) // 04060:Cytokine-cytokine receptor interaction - Homo sapiens (human) // 04144:Endocytosis - Homo sapiens (human) // 04350:TGF-beta signaling pathway - Homo sapiens (human) // 04380:Osteoclast differentiation - Homo sapiens (human) // 04520:Adherens junction - Homo sapiens (human) // 05142:Chagas disease (American trypanosomiasis) - Homo sapiens (human) // 05200:Pathways in cancer - Homo sapiens (human) // 05210:Colorectal cancer - Homo sapiens (human) // 05212:Pancreatic cancer - Homo sapiens (human) // 05220:Chronic myeloid leukemia - Homo sapiens (human)
204318_s_at	-1.14213405981102	5.2409084763625	-3.31339322135886	0.00221884947921404	0.0451753993132643	-1.48840699219854	GTSE1	G2 and S-phase expressed 1	04115:p53 signaling pathway - Homo sapiens (human)
204170_s_at	-1.34714658653235	9.24013482429755	-3.31060071453214	0.00223554542567052	0.0452683864210718	-1.49512422302766	CKS2	CDC28 protein kinase regulatory subunit 2	
228636_at	1.1889254268813	6.06929097909668	3.30935473560057	0.00224303366828737	0.0452683864210718	-1.49812049202173	BHLHE22	basic helix-loop-helix family member e22	
204146_at	-1.29581615879593	5.59537067458631	-3.30232561333971	0.00228572996928625	0.0457463456352983	-1.51501371103635	RAD51AP1	RAD51 associated protein 1	
203915_at	-2.0017886403631	9.15156463481405	-3.29971295501011	0.0023017971619081	0.0459766890537961	-1.52128838956587	CXCL9	C-X-C motif chemokine ligand 9	04060:Cytokine-cytokine receptor interaction - Homo sapiens (human) // 04062:Chemokine signaling pathway - Homo sapiens (human) // 04620:Toll-like receptor signaling pathway - Homo sapiens (human)
231202_at	1.05938665514033	4.80981422454227	3.29545450579046	0.00232821739784879	0.0463106820859613	-1.5315105807344	ALDH1L2	aldehyde dehydrogenase 1 family member L2	00670:One carbon pool by folate - Homo sapiens (human)
210052_s_at	-1.59277230417249	7.30764852316856	-3.29219541005248	0.00234863316704094	0.0464522799136118	-1.53932960027171	TPX2	TPX2 microtubule nucleation factor	
223381_at	-1.63030568228405	6.23213613598559	-3.28537676813301	0.00239190207466782	0.0467579771844462	-1.55567643495644	NUF2	NUF2 component of NDC80 kinetochore complex	
225655_at	-1.39520400998513	7.29568852683182	-3.27976082259399	0.00242811049248129	0.0473739855660712	-1.56912769256647	UHRF1	ubiquitin like with PHD and ring finger domains 1	
206932_at	1.32455602769868	5.76405181611579	3.27612636574488	0.00245182207386985	0.0477442649790062	-1.57782698250385	CH25H	cholesterol 25-hydroxylase	00120:Primary bile acid biosynthesis - Homo sapiens (human)
205046_at	-1.1216931569093	5.59760376007526	-3.27002010808896	0.00249215905542276	0.0479985513775027	-1.59243215711939	CENPE	centromere protein E	
205483_s_at	-1.39197618635009	10.2642722093136	-3.26919282663331	0.0024976724875615	0.0479985513775027	-1.59440986301329	ISG15	ISG15 ubiquitin like modifier	04622:RIG-I-like receptor signaling pathway - Homo sapiens (human)
1554547_at	1.51604730348005	6.25652031183712	3.26830334570217	0.00250361345248677	0.0479985513775027	-1.59653599235325	FAM13C	family with sequence similarity 13 member C	
202340_x_at	1.0769355025413	7.23979527808272	3.26751699945322	0.00250887681062958	0.0479985513775027	-1.59841536439664	NR4A1	nuclear receptor subfamily 4 group A member 1	04010:MAPK signaling pathway - Homo sapiens (human)
222848_at	-1.20630640791086	5.39611775448	-3.25734003234356	0.00257795673833461	0.0483943108582117	-1.62271850113927	CENPK	centromere protein K	
208396_s_at	1.10296858991497	5.67334751382438	3.25614380120208	0.00258619492920748	0.0483987908180257	-1.62557273478386	PDE1A	phosphodiesterase 1A	00230:Purine metabolism - Homo sapiens (human) // 04020:Calcium signaling pathway - Homo sapiens (human) // 04742:Taste transduction - Homo sapiens (human)
223307_at	-1.31978615014967	7.15065283023604	-3.24603640287931	0.00265681327663314	0.0492000031622962	-1.64966870838242	CDCA3	cell division cycle associated 3	
